human_gene,mouse_gene,TPM_human,TPM_mouse
DEFB119,Defb19,0.071643393129771,0
DEFB123,Defb36,0.0555449465648855,0
DEFB124,Defb25,0.0591577900763359,0.07421375386064201
DEFB125,Defb26,0.00168002671755725,0
DEFB126,Defb22,0.00195379770992366,0.03471620575795316
DEFB128,Defb20,7.8987022900763e-4,0
DEFB129,Defb23,7.1847328244274e-4,0
DEFB135,Defb30,0.00109892366412214,0
DEFB136,Defb42,0.00102680534351145,0
DHH,Dhh,0.0763140572519084,0.0642263895101719
DHRS11,Dhrs11,7.34151324427481,31.40668549546625
DHRS13,Dhrs13,5.99839953816794,3.854182867076039
DHRSX,Dhrsx,6.14143998091603,31.825229144891093
DIPK2A,Dipk2a,5.7473676221374,18.829300087407
DIPK2B,Dipk2b,0.665484297709924,0.00537161882512089
DKK1,Dkk1,0.167034381679389,0
DKK2,Dkk2,0.0429856526717557,0.06805867617494665
DKK3,Dkk3,3.42259706870229,0.7654433795359411
DKK4,Dkk4,0.13603141221374,0.0480612632079197
DKKL1,Dkkl1,0.130640801526718,0.10215859842831476
DMBT1,Dmbt1,0.108934748091603,10.596461635252044
DMKN,Dmkn,1.31559109923664,0.15612456435067776
DMP1,Dmp1,0.00327664503816794,0.01195933068275101
DNASE1,Dnase1,1.84168328244275,223.42868267299045
DNASE1L2,Dnase1l2,1.37977651145038,1.0369904529542364
DNASE1L3,Dnase1l3,33.2165735114504,24.752682182882342
DPP4,Dpp4,4.97121322137405,32.9133532124343
DPP7,Dpp7,58.3058160305344,25.170918389309467
DPT,Dpt,16.2123954580153,2.5481243041023185
DRAXIN,Draxin,0.0251489045801527,0.01481455610483367
DSPP,Dspp,0.00131140458015267,0
EBI3,Ebi3,1.78520451526718,0.3768042105833996
ECM1,Ecm1,18.2704357633588,98.4439899860094
ECM2,Ecm2,8.45507926335878,0.26468550773159305
ECRG4,Ecrg4,0.934802881679389,0.06532605834220974
EDA,Eda,0.40699691221374,0.4222123524068841
EDDM13,Eddm13,0.0467252328244275,0.06321936523356919
