Geneid,mouse_gene,ortholog_type,adult_PAR_01,adult_PAR_02,adult_PAR_03,adult_PAR_04,adult_SL_01,adult_SL_02,adult_SL_03,adult_SM_01,adult_SM_02,adult_SM_03,adult_SM_04,adult_SM_05,adult_SM_06,Secretome location,Secretome function,Level,Reliability,Cell type
ABCB7,Abcb7,one-to-one,6.90025199439556,6.9572035942506,5.40257033125074,6.73262721675443,8.1922214578119,5.47640034732798,4.49494005804842,5.30213370296954,5.07505606710026,6.37382780825849,5.20185873578252,6.54093118904635,6.77214867070581,NA,NA,Low,Approved,glandular cells
ABCB8,Abcb8,one-to-one,3.81759482003856,3.70998247425299,2.32111803983452,3.8488664559003,7.26861015985964,4.1237450776099696,2.45449342451695,4.6895561551724,1.90713852873908,4.48993768196213,3.29571007715749,2.49402071161543,3.63197452130462,NA,NA,Medium,Approved,glandular cells
ABCB9,Abcb9,one-to-one,1.87731730449436,1.49557330093825,0.833883872853456,1.48155346157248,2.43662958447923,2.65512359709904,1.59087449440769,1.6682261613197,1.15757616941955,1.22094478302453,1.45332726446401,1.17282034084381,1.30404998373577,NA,NA,Medium,Approved,glandular cells
ABCC1,Abcc1,one-to-one,2.80172502477476,5.3925843505723,6.54203213338382,10.1436605386279,1.99770719043115,0.543881981865717,0.201839632236221,0.266530081868841,0.155783442745203,0.405244740470735,0.157601526072834,0.194329415338917,0.244793707819073,NA,NA,Not detected,Uncertain,glandular cells
ABCC10,Abcc10,one-to-one,7.02322286195314,6.40893065278775,4.4297762741343,7.04373175646603,8.47705933436626,7.56057933352772,2.95993623772194,6.59441008544288,3.24340308452034,5.26116696749903,3.88885089281249,4.09222029133854,5.24018889646126,NA,NA,Low,Approved,glandular cells
ABCC11,NA,human-specific,0.0798593117948476,0.0450280528053791,0.22323756239696,0.206173631032609,0.175465383102003,0.153638486692148,0.0348488941704692,0.0525575268633604,0.0705529015787523,0.125135215909227,0.0809796509975977,0.0361780324713321,0.0900776820841143,NA,NA,NA,NA,NA
ABCC12,Abcc12,one-to-one,0.0526403607253341,0,0,0.0679510883933556,0,0.015990460392486,0,0.0148474348776868,0,0,0,0,0,NA,NA,NA,NA,NA
ABCC13,NA,human-specific,0.0704842486650765,0,0,0.155974226795411,0,0.0856434546452958,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
ABCC1_1,NA,human-specific,8.35381678902845,6.68853330900465,3.93238477709203,3.02624592911266,0.611828322544844,0.530081194866003,0.145817072878469,0.382232723685807,0.102876967544661,0.238528495546225,0.164714117242371,0.151378542219058,0.268404936449076,NA,NA,NA,NA,NA
ABCC2,Abcc2,one-to-one,0.485350348002345,0.645462554849347,0.40546292508099,0.768486451439882,0.982515407483137,0.465179484248615,0.216908831651758,0.47441234506417,0.217755429743024,0.440575774364796,0.343662949002047,0.486187855684498,0.23168081365852,NA,NA,Medium,Enhanced,glandular cells
ABCC3,Abcc3,one-to-one,0.287188666861636,0.485787298910326,0.267601011901703,0.609038375860498,7.73474779383186,5.96494918495406,1.41928282274418,9.2545664644404,5.61357970148527,1.99129020139567,0.718943477648429,0.573265509097415,0.68468246990142,NA,NA,Low,Enhanced,glandular cells
ABCC4,Abcc4,one-to-one,0.600133542039115,0.659199747896412,0.424710026006261,0.668218829013548,3.58651444789008,1.63032837318406,1.16953392510027,0.819567675688452,0.631477367847769,1.10702579835109,0.595072163112452,0.778195598578814,1.23038036924891,NA,NA,Not detected,Enhanced,glandular cells
ABCC5,Abcc5,one-to-one,2.17300563174287,1.99866027242292,1.87293643532755,3.31344857021859,10.5663505833872,6.0212558306067,3.7497485166641,4.1658411659118,2.43462283157621,3.2687828366804,2.41695368061647,2.83097530293575,2.36261897170772,NA,NA,Not detected,Uncertain,glandular cells
ABCC5-AS1,NA,human-specific,0,0.300276626767811,0,1.47310839571487,2.92529601380503,2.02216248588133,0.464790624339272,0.500697292165233,0.21386049135269,1.39080633005579,0.562526555748238,0,0.682610385942711,NA,NA,NA,NA,NA
ABCC6,Abcc6,one-to-one,4.23562271315757,5.6060391938174,2.86195826949829,7.67379088917752,0.857171261453223,0.158009269097903,0.486403969151907,0.534459948737068,0.966838772580905,1.18767213882915,0.452109883006224,0.744809269801294,1.20011240470364,NA,NA,NA,NA,NA
ABCC6P1,NA,human-specific,1.75484592561706,2.40050689694495,2.44088646599501,1.71652647820978,0.942973673804911,0.50988935799911,0.259698353793671,0.989923330386065,0.919176781931925,1.05207769160672,1.35394038308025,0.466621026950167,0.891897529198754,NA,NA,NA,NA,NA
ABCC6P1_1,NA,human-specific,0.261811303532039,0,0,0.289680435048332,0,0,0,0,0.378492718658157,0.123073239395503,0,0.133432092402522,0,NA,NA,NA,NA,NA
ABCC6P2,NA,human-specific,1.07338952151321,0.396145535735875,1.1820299268096,0.107968094638267,0,0,0,0.330277116772847,0,0,0,0.0994641476418234,0.18010929451878,NA,NA,NA,NA,NA
ABCC6P2_1,NA,human-specific,0.19516173118422,0.198072767867937,0.181850757970707,0.215936189276534,0,0.177851702930772,0,0,0.141069719331099,0,0,0,0.18010929451878,NA,NA,NA,NA,NA
ABCC6_1,NA,human-specific,3.05906084839158,3.01670270519322,4.88148527418458,4.42613295929346,0.336745852713766,0.665896205484021,0.204289667043801,0.628776410278903,0.760937922864601,0.442466090936348,1.85553431150471,1.14877361952403,1.06295670130893,NA,NA,NA,NA,NA
ABCC8,Abcc8,one-to-one,0.049530605344273,0.0251347024726224,0.0230761893480586,0.205511284904001,0.0918233868334748,0.0112843620188987,0.0778107452490161,0.0628664188895666,0,0.128059429890377,0.0376690993604745,0.0378648986114598,0.0799932142441521,NA,NA,Not detected,Approved,glandular cells
ABCC9,Abcc9,one-to-one,2.71015607171837,2.09830022509741,2.12847584991997,2.5017267928616,7.1009846694484,3.69055185769624,0.918415380164144,1.0024703011691,1.09144035918863,1.25216032402835,1.4369037708394,1.67326226588698,1.6078674325135,NA,NA,NA,NA,NA
ABCD1,Abcd1,one-to-one,4.52744238294822,2.83859386150876,1.7591277403697,3.50076141776096,3.49990773080245,1.95939342106385,0.892488169751997,1.9524545202422,1.41517559709928,2.08719066357049,1.87449325296423,1.12252395195772,1.66162055498788,NA,NA,Not detected,Approved,glandular cells
ABCD2,Abcd2,one-to-one,2.12623049502444,2.86403782330186,1.77726307789928,2.28336918888866,0.71975737543205,0.516467278284265,0.19955414037213,1.02193612018869,0.55656617592105,1.00318106068026,0.805549689696865,0.804756904547009,1.0027616172608,NA,NA,NA,NA,NA
ABCD3,Abcd3,one-to-one,3.71886072688725,5.1556317616922,2.94784038569768,3.85469608498987,7.30284115979385,6.22260507560603,4.81169454939011,3.82418855894859,2.76279256016619,4.16891414786158,2.69275274758653,4.52243653140488,3.62270085189533,NA,NA,Medium,Enhanced,glandular cells
ABCD4,Abcd4,one-to-one,10.1679318696537,11.3843172873628,9.58722060886276,11.4065356534079,12.0430817483137,9.39477443450293,4.29444777281893,9.96939412146617,6.35810536693276,7.62488641628549,8.23925563506024,8.22553172123715,9.7746869600898,NA,NA,Not detected,Approved,glandular cells
ABCE1,Abce1,one-to-one,14.1187487496445,16.702472137083,12.473876599933,15.6019035444735,26.2294988814357,16.0220957514822,12.5621414537141,11.8712403910496,9.05724214715423,15.30452302398,9.50231377680198,10.6251353847256,14.5452735425417,NA,NA,High,Approved,glandular cells
ABCF1,Abcf1,one-to-one,0.22413508070364,0,0.0759447218309384,0.0676346390200951,0,0.0371373159423728,0.208063761864651,0.0344826769494118,0.0589136977647058,0.0574703232419528,0.0309926525281555,0,0.075217449869517,NA,NA,High,Approved,glandular cells
ABCF1-DT,NA,human-specific,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
ABCF1_1,NA,human-specific,0,0.0413596880922477,0.0379723609154692,0.0450897593467301,0.151097338157991,0.0371373159423728,0.0160049047588193,0,0,0.0191567744139843,0.0309926525281555,0,0,NA,NA,NA,NA,NA
ABCF1_2,NA,human-specific,0.0407518328552072,0.0413596880922477,0,0,0,0,0,0,0,0.0383135488279685,0,0,0,NA,NA,NA,NA,NA
ABCF1_3,NA,human-specific,0.122255498565622,1.15807126658294,0,0.13526927804019,0.352560455701979,0.129980605798305,0,0.103448030848235,0.0736421222058823,0.0766270976559371,0.0309926525281555,0.0415383312618716,0.075217449869517,NA,NA,NA,NA,NA
ABCF1_4,NA,human-specific,0.0815036657104145,0.0827193761844955,0.284792706866019,0.0676346390200951,0.226646007236987,0.297098527538982,0.0480147142764578,0.120689369322941,0.353482186588235,1.11109291601109,0.464889787922332,0.124614993785615,0.0376087249347585,NA,NA,NA,NA,NA
ABCF1_5,NA,human-specific,0.0407518328552072,0.165438752368991,0.0759447218309384,0.518532232487396,1.41024182280792,0.0371373159423728,0.0320098095176386,0.0517240154241177,0.162012668852941,0.26819484179578,0.0619853050563109,0.0415383312618716,0.0376087249347585,NA,NA,NA,NA,NA
ABCF1_6,NA,human-specific,0,0,0.151889443661877,0.22544879673365,0,0.185686579711864,0,0.155172046272353,0.0294568488823529,0,0.0309926525281555,0,0.0188043624673792,NA,NA,NA,NA,NA
