transcript_id,gene_id,gene_name
ENSMUST00000213002,ENSMUSG00000110530,Gm35934
ENSMUST00000347017,ENSMUSG00000110530,Gm35934
ENSMUST00000347018,ENSMUSG00000110530,Gm35934
ENSMUST00000347019,ENSMUSG00000110530,Gm35934
ENSMUST00000181805,ENSMUSG00000097203,4732419C18Rik
ENSMUST00000242055,ENSMUSG00000097203,4732419C18Rik
ENSMUST00000243974,ENSMUSG00000097203,4732419C18Rik
ENSMUST00000247251,ENSMUSG00000097203,4732419C18Rik
ENSMUST00000347061,ENSMUSG00000097203,4732419C18Rik
ENSMUST00000347062,ENSMUSG00000097203,4732419C18Rik
ENSMUST00000347063,ENSMUSG00000097203,4732419C18Rik
ENSMUST00000347064,ENSMUSG00000097203,4732419C18Rik
ENSMUST00000347065,ENSMUSG00000097203,4732419C18Rik
ENSMUST00000347066,ENSMUSG00000097203,4732419C18Rik
ENSMUST00000347067,ENSMUSG00000097203,4732419C18Rik
ENSMUST00000347068,ENSMUSG00000097203,4732419C18Rik
ENSMUST00000347069,ENSMUSG00000097203,4732419C18Rik
ENSMUST00000347070,ENSMUSG00000097203,4732419C18Rik
ENSMUST00000347071,ENSMUSG00000097203,4732419C18Rik
ENSMUST00000347072,ENSMUSG00000097203,4732419C18Rik
ENSMUST00000347073,ENSMUSG00000097203,4732419C18Rik
ENSMUST00000347074,ENSMUSG00000097203,4732419C18Rik
ENSMUST00000347075,ENSMUSG00000097203,4732419C18Rik
ENSMUST00000347076,ENSMUSG00000097203,4732419C18Rik
ENSMUST00000347077,ENSMUSG00000097203,4732419C18Rik
ENSMUST00000347092,ENSMUSG00000138316,Gm64281
ENSMUST00000347093,ENSMUSG00000138316,Gm64281
ENSMUST00000241181,ENSMUSG00000120062,9630029G12Rik
ENSMUST00000347159,ENSMUSG00000120062,9630029G12Rik
ENSMUST00000347501,ENSMUSG00000138364,Gm64282
ENSMUST00000211651,ENSMUSG00000109944,Gm32975
ENSMUST00000347588,ENSMUSG00000109944,Gm32975
ENSMUST00000347682,ENSMUSG00000138398,Gm64283
ENSMUST00000347744,ENSMUSG00000138414,Gm64284
ENSMUST00000347745,ENSMUSG00000138414,Gm64284
ENSMUST00000347746,ENSMUSG00000138414,Gm64284
ENSMUST00000347753,ENSMUSG00000138420,Gm64285
ENSMUST00000347754,ENSMUSG00000138420,Gm64285
ENSMUST00000347755,ENSMUSG00000138420,Gm64285
ENSMUST00000347863,ENSMUSG00000138436,Gm64286
ENSMUST00000347864,ENSMUSG00000138436,Gm64286
ENSMUST00000347865,ENSMUSG00000138436,Gm64286
ENSMUST00000347866,ENSMUSG00000138436,Gm64286
ENSMUST00000347961,ENSMUSG00000138455,Gm64287
ENSMUST00000348253,ENSMUSG00000138495,Gm64288
ENSMUST00000348320,ENSMUSG00000138512,Gm34255
ENSMUST00000348321,ENSMUSG00000138512,Gm34255
ENSMUST00000348322,ENSMUSG00000138512,Gm34255
ENSMUST00000348323,ENSMUSG00000138512,Gm34255
ENSMUST00000348324,ENSMUSG00000138512,Gm34255
ENSMUST00000242523,ENSMUSG00000078143,Gm17344
ENSMUST00000173980,ENSMUSG00000078143,Gm17344
ENSMUST00000171173,ENSMUSG00000078143,Gm17344
ENSMUST00000348360,ENSMUSG00000078143,Gm17344
ENSMUST00000348361,ENSMUSG00000078143,Gm17344
ENSMUST00000348362,ENSMUSG00000078143,Gm17344
ENSMUST00000348363,ENSMUSG00000078143,Gm17344
ENSMUST00000348364,ENSMUSG00000078143,Gm17344
ENSMUST00000348365,ENSMUSG00000078143,Gm17344
ENSMUST00000348366,ENSMUSG00000078143,Gm17344
ENSMUST00000348367,ENSMUSG00000078143,Gm17344
ENSMUST00000348368,ENSMUSG00000078143,Gm17344
ENSMUST00000348369,ENSMUSG00000078143,Gm17344
ENSMUST00000348370,ENSMUSG00000078143,Gm17344
ENSMUST00000348371,ENSMUSG00000078143,Gm17344
ENSMUST00000348372,ENSMUSG00000078143,Gm17344
ENSMUST00000348373,ENSMUSG00000078143,Gm17344
ENSMUST00000348374,ENSMUSG00000078143,Gm17344
ENSMUST00000348375,ENSMUSG00000078143,Gm17344
ENSMUST00000348376,ENSMUSG00000078143,Gm17344
ENSMUST00000348621,ENSMUSG00000138554,Gm64289
ENSMUST00000348635,ENSMUSG00000138559,Gm64290
ENSMUST00000348755,ENSMUSG00000138581,Gm64291
ENSMUST00000348925,ENSMUSG00000138614,Gm64292
ENSMUST00000348926,ENSMUSG00000138614,Gm64292
ENSMUST00000348927,ENSMUSG00000138614,Gm64292
ENSMUST00000349081,ENSMUSG00000138657,Gm64293
ENSMUST00000349250,ENSMUSG00000138695,Gm64294
ENSMUST00000349292,ENSMUSG00000138706,Gm64295
ENSMUST00000349293,ENSMUSG00000138706,Gm64295
ENSMUST00000123920,ENSMUSG00000086770,Gm15351
ENSMUST00000153095,ENSMUSG00000086770,Gm15351
ENSMUST00000150686,ENSMUSG00000086770,Gm15351
ENSMUST00000349534,ENSMUSG00000138758,Gm64296
ENSMUST00000210964,ENSMUSG00000110362,Gm45554
ENSMUST00000211410,ENSMUSG00000110362,Gm45554
ENSMUST00000210731,ENSMUSG00000110362,Gm45554
ENSMUST00000349599,ENSMUSG00000110362,Gm45554
ENSMUST00000349600,ENSMUSG00000110362,Gm45554
ENSMUST00000349601,ENSMUSG00000110362,Gm45554
ENSMUST00000349602,ENSMUSG00000110362,Gm45554
ENSMUST00000349603,ENSMUSG00000110362,Gm45554
ENSMUST00000349604,ENSMUSG00000110362,Gm45554
ENSMUST00000349605,ENSMUSG00000110362,Gm45554
ENSMUST00000349760,ENSMUSG00000138818,Gm33433
ENSMUST00000349761,ENSMUSG00000138818,Gm33433
ENSMUST00000349762,ENSMUSG00000138818,Gm33433
ENSMUST00000349763,ENSMUSG00000138818,Gm33433
ENSMUST00000349764,ENSMUSG00000138818,Gm33433
ENSMUST00000349765,ENSMUSG00000138818,Gm33433
ENSMUST00000349935,ENSMUSG00000138843,Gm64299
ENSMUST00000349936,ENSMUSG00000138843,Gm64299
ENSMUST00000349937,ENSMUSG00000138843,Gm64299
ENSMUST00000247103,ENSMUSG00000121091,Gm56861
ENSMUST00000350033,ENSMUSG00000138865,Gm64301
ENSMUST00000350886,ENSMUSG00000139047,Gm64302
ENSMUST00000350890,ENSMUSG00000139051,Gm51584
ENSMUST00000350896,ENSMUSG00000139053,Gm64305
ENSMUST00000350979,ENSMUSG00000139074,Gm30880
ENSMUST00000351086,ENSMUSG00000139092,Gm64307
ENSMUST00000351087,ENSMUSG00000139093,Gm64308
ENSMUST00000351088,ENSMUSG00000139093,Gm64308
ENSMUST00000351089,ENSMUSG00000139093,Gm64308
ENSMUST00000351090,ENSMUSG00000139093,Gm64308
ENSMUST00000068194,ENSMUSG00000054910,4931415C17Rik
ENSMUST00000131064,ENSMUSG00000054910,4931415C17Rik
ENSMUST00000351284,ENSMUSG00000139131,Gm31164
ENSMUST00000351285,ENSMUSG00000139131,Gm31164
ENSMUST00000351286,ENSMUSG00000139131,Gm31164
ENSMUST00000351287,ENSMUSG00000139131,Gm31164
ENSMUST00000351288,ENSMUSG00000139131,Gm31164
ENSMUST00000351572,ENSMUSG00000139166,Gm64311
ENSMUST00000352392,ENSMUSG00000139276,Gm64315
ENSMUST00000352807,ENSMUSG00000139343,Gm64317
ENSMUST00000352808,ENSMUSG00000139343,Gm64317
ENSMUST00000352821,ENSMUSG00000139346,Gm64319
ENSMUST00000352822,ENSMUSG00000139346,Gm64319
ENSMUST00000352886,ENSMUSG00000139369,Gm64320
ENSMUST00000352887,ENSMUSG00000139369,Gm64320
ENSMUST00000352888,ENSMUSG00000139369,Gm64320
ENSMUST00000352921,ENSMUSG00000139381,Gm64321
ENSMUST00000352922,ENSMUSG00000139382,Gm64322
ENSMUST00000352945,ENSMUSG00000139389,Gm64323
ENSMUST00000212717,ENSMUSG00000110594,Gm33103
ENSMUST00000353127,ENSMUSG00000110594,Gm33103
ENSMUST00000353128,ENSMUSG00000110594,Gm33103
ENSMUST00000353129,ENSMUSG00000110594,Gm33103
ENSMUST00000353130,ENSMUSG00000110594,Gm33103
ENSMUST00000353131,ENSMUSG00000110594,Gm33103
ENSMUST00000353132,ENSMUSG00000110594,Gm33103
ENSMUST00000353133,ENSMUSG00000110594,Gm33103
ENSMUST00000353134,ENSMUSG00000110594,Gm33103
ENSMUST00000182145,ENSMUSG00000098211,Gm27045
ENSMUST00000353317,ENSMUSG00000139453,Gm33052
ENSMUST00000353318,ENSMUSG00000139453,Gm33052
ENSMUST00000353330,ENSMUSG00000139459,Gm64324
ENSMUST00000208649,ENSMUSG00000109258,5330413D20Rik
ENSMUST00000353357,ENSMUSG00000109258,5330413D20Rik
ENSMUST00000353563,ENSMUSG00000139495,Gm32997
ENSMUST00000353564,ENSMUSG00000139495,Gm32997
ENSMUST00000353565,ENSMUSG00000139495,Gm32997
ENSMUST00000353566,ENSMUSG00000139495,Gm32997
ENSMUST00000353567,ENSMUSG00000139495,Gm32997
ENSMUST00000353568,ENSMUSG00000139495,Gm32997
ENSMUST00000353569,ENSMUSG00000139495,Gm32997
ENSMUST00000353570,ENSMUSG00000139495,Gm32997
ENSMUST00000353571,ENSMUSG00000139495,Gm32997
ENSMUST00000353572,ENSMUSG00000139495,Gm32997
ENSMUST00000353602,ENSMUSG00000139508,Gm32330
ENSMUST00000353682,ENSMUSG00000139525,Gm64325
ENSMUST00000207379,ENSMUSG00000109432,Gm44785
ENSMUST00000208294,ENSMUSG00000109432,Gm44785
ENSMUST00000353807,ENSMUSG00000109432,Gm44785
ENSMUST00000181414,ENSMUSG00000097773,Gm10614
ENSMUST00000353905,ENSMUSG00000097773,Gm10614
ENSMUST00000354035,ENSMUSG00000139579,Gm46033
ENSMUST00000354036,ENSMUSG00000139579,Gm46033
ENSMUST00000354037,ENSMUSG00000139579,Gm46033
ENSMUST00000354038,ENSMUSG00000139579,Gm46033
ENSMUST00000354128,ENSMUSG00000139595,Gm64326
ENSMUST00000354176,ENSMUSG00000139608,Gm64327
ENSMUST00000354177,ENSMUSG00000139608,Gm64327
ENSMUST00000354186,ENSMUSG00000139610,Gm64328
ENSMUST00000354209,ENSMUSG00000139618,Gm64329
ENSMUST00000354210,ENSMUSG00000139618,Gm64329
ENSMUST00000210304,ENSMUSG00000110356,Gm35453
ENSMUST00000354211,ENSMUSG00000110356,Gm35453
ENSMUST00000354212,ENSMUSG00000110356,Gm35453
ENSMUST00000354213,ENSMUSG00000110356,Gm35453
ENSMUST00000354214,ENSMUSG00000110356,Gm35453
ENSMUST00000354215,ENSMUSG00000110356,Gm35453
ENSMUST00000354216,ENSMUSG00000110356,Gm35453
ENSMUST00000354217,ENSMUSG00000110356,Gm35453
ENSMUST00000354218,ENSMUSG00000110356,Gm35453
ENSMUST00000354294,ENSMUSG00000139639,Gm64330
ENSMUST00000354338,ENSMUSG00000139648,Gm64331
ENSMUST00000211306,ENSMUSG00000110392,Gm45676
ENSMUST00000354378,ENSMUSG00000110392,Gm45676
ENSMUST00000209697,ENSMUSG00000109986,4930465I24Rik
ENSMUST00000354684,ENSMUSG00000139691,Gm64332
ENSMUST00000354685,ENSMUSG00000139691,Gm64332
ENSMUST00000211662,ENSMUSG00000110367,Gm34853
ENSMUST00000355018,ENSMUSG00000110367,Gm34853
ENSMUST00000355019,ENSMUSG00000110367,Gm34853
ENSMUST00000355020,ENSMUSG00000110367,Gm34853
ENSMUST00000355021,ENSMUSG00000110367,Gm34853
ENSMUST00000355022,ENSMUSG00000110367,Gm34853
ENSMUST00000355023,ENSMUSG00000110367,Gm34853
ENSMUST00000355024,ENSMUSG00000110367,Gm34853
ENSMUST00000355025,ENSMUSG00000110367,Gm34853
ENSMUST00000355026,ENSMUSG00000110367,Gm34853
ENSMUST00000355027,ENSMUSG00000110367,Gm34853
ENSMUST00000355271,ENSMUSG00000139754,4930509E22Rik
ENSMUST00000355292,ENSMUSG00000139763,Gm64333
ENSMUST00000355293,ENSMUSG00000139763,Gm64333
ENSMUST00000355294,ENSMUSG00000139763,Gm64333
ENSMUST00000355295,ENSMUSG00000139763,Gm64333
ENSMUST00000355325,ENSMUSG00000139770,Gm64334
ENSMUST00000355326,ENSMUSG00000139770,Gm64334
ENSMUST00000355465,ENSMUSG00000139792,Gm64335
ENSMUST00000210560,ENSMUSG00000109964,Gm45350
ENSMUST00000355483,ENSMUSG00000109964,Gm45350
ENSMUST00000355484,ENSMUSG00000109964,Gm45350
ENSMUST00000355485,ENSMUSG00000109964,Gm45350
ENSMUST00000355486,ENSMUSG00000109964,Gm45350
ENSMUST00000355487,ENSMUSG00000109964,Gm45350
ENSMUST00000355716,ENSMUSG00000139823,Gm64336
ENSMUST00000355783,ENSMUSG00000139831,Gm34420
ENSMUST00000355784,ENSMUSG00000139831,Gm34420
ENSMUST00000159796,ENSMUSG00000089820,Gm15775
ENSMUST00000355816,ENSMUSG00000089820,Gm15775
ENSMUST00000355825,ENSMUSG00000139844,Gm64337
ENSMUST00000355826,ENSMUSG00000139844,Gm64337
ENSMUST00000355827,ENSMUSG00000139844,Gm64337
ENSMUST00000355828,ENSMUSG00000139844,Gm64337
ENSMUST00000355829,ENSMUSG00000139844,Gm64337
ENSMUST00000355830,ENSMUSG00000139844,Gm64337
ENSMUST00000212850,ENSMUSG00000110586,4930578M07Rik
ENSMUST00000212946,ENSMUSG00000110586,4930578M07Rik
ENSMUST00000355899,ENSMUSG00000110586,4930578M07Rik
ENSMUST00000356046,ENSMUSG00000139881,Gm64339
ENSMUST00000356145,ENSMUSG00000139886,Gm51567
ENSMUST00000356146,ENSMUSG00000139886,Gm51567
ENSMUST00000356147,ENSMUSG00000139886,Gm51567
ENSMUST00000356237,ENSMUSG00000139906,Gm39141
ENSMUST00000356238,ENSMUSG00000139906,Gm39141
ENSMUST00000356239,ENSMUSG00000139906,Gm39141
ENSMUST00000356240,ENSMUSG00000139906,Gm39141
ENSMUST00000356528,ENSMUSG00000139947,Gm64340
ENSMUST00000356529,ENSMUSG00000139947,Gm64340
ENSMUST00000356550,ENSMUSG00000139957,Gm64342
ENSMUST00000356657,ENSMUSG00000139967,Gm64343
ENSMUST00000356683,ENSMUSG00000139975,Gm32709
ENSMUST00000356684,ENSMUSG00000139975,Gm32709
ENSMUST00000356685,ENSMUSG00000139975,Gm32709
ENSMUST00000356731,ENSMUSG00000139983,Gm64344
ENSMUST00000356743,ENSMUSG00000139986,Gm64345
ENSMUST00000356752,ENSMUSG00000139989,Gm64347
ENSMUST00000356753,ENSMUSG00000139989,Gm64347
ENSMUST00000356754,ENSMUSG00000139989,Gm64347
ENSMUST00000356755,ENSMUSG00000139989,Gm64347
ENSMUST00000209966,ENSMUSG00000109827,Gm6213
ENSMUST00000243539,ENSMUSG00000109827,Gm6213
ENSMUST00000244660,ENSMUSG00000109827,Gm6213
ENSMUST00000244664,ENSMUSG00000109827,Gm6213
ENSMUST00000245278,ENSMUSG00000109827,Gm6213
ENSMUST00000245606,ENSMUSG00000109827,Gm6213
ENSMUST00000357035,ENSMUSG00000109827,Gm6213
ENSMUST00000357036,ENSMUSG00000109827,Gm6213
ENSMUST00000357037,ENSMUSG00000109827,Gm6213
ENSMUST00000357038,ENSMUSG00000109827,Gm6213
ENSMUST00000357039,ENSMUSG00000109827,Gm6213
ENSMUST00000357040,ENSMUSG00000109827,Gm6213
ENSMUST00000357041,ENSMUSG00000109827,Gm6213
ENSMUST00000357042,ENSMUSG00000109827,Gm6213
ENSMUST00000357043,ENSMUSG00000109827,Gm6213
ENSMUST00000357044,ENSMUSG00000109827,Gm6213
ENSMUST00000357045,ENSMUSG00000109827,Gm6213
ENSMUST00000357046,ENSMUSG00000109827,Gm6213
ENSMUST00000357047,ENSMUSG00000109827,Gm6213
ENSMUST00000357048,ENSMUSG00000109827,Gm6213
ENSMUST00000357049,ENSMUSG00000109827,Gm6213
ENSMUST00000357050,ENSMUSG00000109827,Gm6213
ENSMUST00000357051,ENSMUSG00000109827,Gm6213
ENSMUST00000357134,ENSMUSG00000140025,Gm64349
ENSMUST00000212862,ENSMUSG00000110463,Gm35998
ENSMUST00000357343,ENSMUSG00000110463,Gm35998
ENSMUST00000357344,ENSMUSG00000110463,Gm35998
ENSMUST00000357345,ENSMUSG00000110463,Gm35998
ENSMUST00000357346,ENSMUSG00000110463,Gm35998
ENSMUST00000357347,ENSMUSG00000110463,Gm35998
ENSMUST00000357348,ENSMUSG00000110463,Gm35998
ENSMUST00000357349,ENSMUSG00000110463,Gm35998
ENSMUST00000357350,ENSMUSG00000110463,Gm35998
ENSMUST00000357351,ENSMUSG00000110463,Gm35998
ENSMUST00000357352,ENSMUSG00000110463,Gm35998
ENSMUST00000357353,ENSMUSG00000110463,Gm35998
ENSMUST00000357354,ENSMUSG00000110463,Gm35998
ENSMUST00000357355,ENSMUSG00000110463,Gm35998
ENSMUST00000357356,ENSMUSG00000110463,Gm35998
ENSMUST00000357357,ENSMUSG00000110463,Gm35998
ENSMUST00000357358,ENSMUSG00000110463,Gm35998
ENSMUST00000357359,ENSMUSG00000110463,Gm35998
ENSMUST00000357360,ENSMUSG00000110463,Gm35998
ENSMUST00000357361,ENSMUSG00000110463,Gm35998
ENSMUST00000357362,ENSMUSG00000110463,Gm35998
ENSMUST00000357363,ENSMUSG00000110463,Gm35998
ENSMUST00000357364,ENSMUSG00000110463,Gm35998
ENSMUST00000357365,ENSMUSG00000110463,Gm35998
ENSMUST00000357366,ENSMUSG00000110463,Gm35998
ENSMUST00000357367,ENSMUSG00000110463,Gm35998
ENSMUST00000357368,ENSMUSG00000110463,Gm35998
ENSMUST00000357369,ENSMUSG00000110463,Gm35998
ENSMUST00000357802,ENSMUSG00000140089,Gm2921
ENSMUST00000357803,ENSMUSG00000140089,Gm2921
ENSMUST00000357804,ENSMUSG00000140089,Gm2921
ENSMUST00000357961,ENSMUSG00000140127,Gm64353
ENSMUST00000209977,ENSMUSG00000109995,B020031H02Rik
ENSMUST00000358130,ENSMUSG00000109995,B020031H02Rik
ENSMUST00000358131,ENSMUSG00000109995,B020031H02Rik
ENSMUST00000358243,ENSMUSG00000140181,Gm33638
ENSMUST00000358244,ENSMUSG00000140181,Gm33638
ENSMUST00000358254,ENSMUSG00000140183,Gm64354
ENSMUST00000211135,ENSMUSG00000110002,Gm45680
ENSMUST00000358257,ENSMUSG00000110002,Gm45680
ENSMUST00000358260,ENSMUSG00000140186,Gm64356
ENSMUST00000358266,ENSMUSG00000140188,Gm51550
ENSMUST00000358267,ENSMUSG00000140188,Gm51550
ENSMUST00000358268,ENSMUSG00000140188,Gm51550
ENSMUST00000358269,ENSMUSG00000140188,Gm51550
ENSMUST00000358463,ENSMUSG00000140217,Gm64357
ENSMUST00000358464,ENSMUSG00000140217,Gm64357
ENSMUST00000358465,ENSMUSG00000140217,Gm64357
ENSMUST00000209523,ENSMUSG00000110229,Gm31784
ENSMUST00000358637,ENSMUSG00000110229,Gm31784
ENSMUST00000358638,ENSMUSG00000110229,Gm31784
ENSMUST00000358639,ENSMUSG00000110229,Gm31784
ENSMUST00000358640,ENSMUSG00000110229,Gm31784
ENSMUST00000358641,ENSMUSG00000110229,Gm31784
ENSMUST00000358642,ENSMUSG00000110229,Gm31784
ENSMUST00000358643,ENSMUSG00000110229,Gm31784
ENSMUST00000358644,ENSMUSG00000110229,Gm31784
ENSMUST00000358645,ENSMUSG00000110229,Gm31784
ENSMUST00000358705,ENSMUSG00000140268,Gm64362
ENSMUST00000358706,ENSMUSG00000140268,Gm64362
ENSMUST00000210446,ENSMUSG00000109772,Gm39132
ENSMUST00000358713,ENSMUSG00000109772,Gm39132
ENSMUST00000212816,ENSMUSG00000110670,Gm30132
ENSMUST00000212930,ENSMUSG00000110670,Gm30132
ENSMUST00000212825,ENSMUSG00000110670,Gm30132
ENSMUST00000358731,ENSMUSG00000110670,Gm30132
ENSMUST00000358732,ENSMUSG00000110670,Gm30132
ENSMUST00000358733,ENSMUSG00000110670,Gm30132
ENSMUST00000358734,ENSMUSG00000110670,Gm30132
ENSMUST00000358735,ENSMUSG00000110670,Gm30132
ENSMUST00000358736,ENSMUSG00000110670,Gm30132
ENSMUST00000358737,ENSMUSG00000110670,Gm30132
ENSMUST00000358738,ENSMUSG00000110670,Gm30132
ENSMUST00000358739,ENSMUSG00000110670,Gm30132
ENSMUST00000209660,ENSMUSG00000084954,Gm16351
ENSMUST00000142008,ENSMUSG00000084954,Gm16351
ENSMUST00000358867,ENSMUSG00000084954,Gm16351
ENSMUST00000358868,ENSMUSG00000084954,Gm16351
ENSMUST00000358869,ENSMUSG00000084954,Gm16351
ENSMUST00000358870,ENSMUSG00000084954,Gm16351
ENSMUST00000358871,ENSMUSG00000084954,Gm16351
ENSMUST00000358872,ENSMUSG00000084954,Gm16351
ENSMUST00000358873,ENSMUSG00000084954,Gm16351
ENSMUST00000358874,ENSMUSG00000084954,Gm16351
ENSMUST00000358875,ENSMUSG00000084954,Gm16351
ENSMUST00000358876,ENSMUSG00000084954,Gm16351
ENSMUST00000358877,ENSMUSG00000084954,Gm16351
ENSMUST00000358878,ENSMUSG00000084954,Gm16351
ENSMUST00000358879,ENSMUSG00000084954,Gm16351
ENSMUST00000358880,ENSMUSG00000084954,Gm16351
ENSMUST00000358881,ENSMUSG00000084954,Gm16351
ENSMUST00000358882,ENSMUSG00000084954,Gm16351
ENSMUST00000358883,ENSMUSG00000084954,Gm16351
ENSMUST00000358884,ENSMUSG00000084954,Gm16351
ENSMUST00000358885,ENSMUSG00000084954,Gm16351
ENSMUST00000358886,ENSMUSG00000084954,Gm16351
ENSMUST00000358887,ENSMUSG00000084954,Gm16351
ENSMUST00000358888,ENSMUSG00000084954,Gm16351
ENSMUST00000358889,ENSMUSG00000084954,Gm16351
ENSMUST00000211856,ENSMUSG00000110483,Gm45702
ENSMUST00000359067,ENSMUSG00000140323,Gm64366
ENSMUST00000359104,ENSMUSG00000140335,Gm51529
ENSMUST00000359105,ENSMUSG00000140335,Gm51529
ENSMUST00000359340,ENSMUSG00000140385,Gm39224
ENSMUST00000359341,ENSMUSG00000140385,Gm39224
ENSMUST00000181030,ENSMUSG00000097174,Gm4890
ENSMUST00000209627,ENSMUSG00000097174,Gm4890
ENSMUST00000241371,ENSMUSG00000097174,Gm4890
ENSMUST00000243346,ENSMUSG00000097174,Gm4890
ENSMUST00000245723,ENSMUSG00000097174,Gm4890
ENSMUST00000245746,ENSMUSG00000097174,Gm4890
ENSMUST00000246233,ENSMUSG00000097174,Gm4890
ENSMUST00000246396,ENSMUSG00000097174,Gm4890
ENSMUST00000359343,ENSMUSG00000097174,Gm4890
ENSMUST00000359344,ENSMUSG00000097174,Gm4890
ENSMUST00000359345,ENSMUSG00000097174,Gm4890
ENSMUST00000359346,ENSMUSG00000097174,Gm4890
ENSMUST00000359347,ENSMUSG00000097174,Gm4890
ENSMUST00000359348,ENSMUSG00000097174,Gm4890
ENSMUST00000359349,ENSMUSG00000097174,Gm4890
ENSMUST00000359350,ENSMUSG00000097174,Gm4890
ENSMUST00000359351,ENSMUSG00000097174,Gm4890
ENSMUST00000359372,ENSMUSG00000140396,Gm64369
ENSMUST00000241776,ENSMUSG00000120180,Gm56852
ENSMUST00000359386,ENSMUSG00000140399,Gm64370
ENSMUST00000359387,ENSMUSG00000140399,Gm64370
ENSMUST00000359388,ENSMUSG00000140399,Gm64370
ENSMUST00000359462,ENSMUSG00000140421,Gm64371
ENSMUST00000359463,ENSMUSG00000140421,Gm64371
ENSMUST00000242069,ENSMUSG00000120243,Gm56826
ENSMUST00000359659,ENSMUSG00000140458,Gm64372
ENSMUST00000359759,ENSMUSG00000140484,Gm64373
ENSMUST00000359823,ENSMUSG00000140492,Gm64374
ENSMUST00000359840,ENSMUSG00000140501,Gm36741
ENSMUST00000359841,ENSMUSG00000140501,Gm36741
ENSMUST00000359842,ENSMUSG00000140501,Gm36741
ENSMUST00000359843,ENSMUSG00000140501,Gm36741
ENSMUST00000359844,ENSMUSG00000140501,Gm36741
ENSMUST00000359864,ENSMUSG00000140504,Gm64375
ENSMUST00000359865,ENSMUSG00000140504,Gm64375
ENSMUST00000359866,ENSMUSG00000140504,Gm64375
ENSMUST00000359867,ENSMUSG00000140504,Gm64375
ENSMUST00000359868,ENSMUSG00000140504,Gm64375
ENSMUST00000359869,ENSMUSG00000140504,Gm64375
ENSMUST00000359870,ENSMUSG00000140504,Gm64375
ENSMUST00000359871,ENSMUSG00000140504,Gm64375
ENSMUST00000359872,ENSMUSG00000140504,Gm64375
ENSMUST00000359873,ENSMUSG00000140504,Gm64375
ENSMUST00000359874,ENSMUSG00000140504,Gm64375
ENSMUST00000359968,ENSMUSG00000140523,ENSMUSG00000140523
ENSMUST00000359969,ENSMUSG00000140523,ENSMUSG00000140523
ENSMUST00000359970,ENSMUSG00000140523,ENSMUSG00000140523
ENSMUST00000359971,ENSMUSG00000140523,ENSMUSG00000140523
ENSMUST00000359972,ENSMUSG00000140523,ENSMUSG00000140523
ENSMUST00000359973,ENSMUSG00000140523,ENSMUSG00000140523
ENSMUST00000360001,ENSMUSG00000140532,4930571O06Rik
ENSMUST00000360002,ENSMUSG00000140532,4930571O06Rik
ENSMUST00000360003,ENSMUSG00000140532,4930571O06Rik
ENSMUST00000360004,ENSMUSG00000140532,4930571O06Rik
ENSMUST00000360005,ENSMUSG00000140532,4930571O06Rik
ENSMUST00000360006,ENSMUSG00000140532,4930571O06Rik
ENSMUST00000360007,ENSMUSG00000140532,4930571O06Rik
ENSMUST00000360008,ENSMUSG00000140532,4930571O06Rik
ENSMUST00000360009,ENSMUSG00000140532,4930571O06Rik
ENSMUST00000360010,ENSMUSG00000140532,4930571O06Rik
ENSMUST00000127527,ENSMUSG00000086067,Gm16183
ENSMUST00000360014,ENSMUSG00000086067,Gm16183
ENSMUST00000360015,ENSMUSG00000086067,Gm16183
ENSMUST00000360016,ENSMUSG00000086067,Gm16183
ENSMUST00000360210,ENSMUSG00000140551,Gm64385
ENSMUST00000360372,ENSMUSG00000140583,Gm64386
ENSMUST00000360630,ENSMUSG00000140644,Gm64387
ENSMUST00000360787,ENSMUSG00000140682,Gm64388
ENSMUST00000360788,ENSMUSG00000140682,Gm64388
ENSMUST00000360789,ENSMUSG00000140682,Gm64388
ENSMUST00000360790,ENSMUSG00000140682,Gm64388
ENSMUST00000360791,ENSMUSG00000140682,Gm64388
ENSMUST00000360792,ENSMUSG00000140682,Gm64388
ENSMUST00000360793,ENSMUSG00000140682,Gm64388
ENSMUST00000360794,ENSMUSG00000140682,Gm64388
ENSMUST00000360852,ENSMUSG00000140708,Gm64390
ENSMUST00000360853,ENSMUSG00000140708,Gm64390
ENSMUST00000360854,ENSMUSG00000140708,Gm64390
ENSMUST00000360881,ENSMUSG00000140719,ENSMUSG00000140719
ENSMUST00000360882,ENSMUSG00000140719,ENSMUSG00000140719
ENSMUST00000360883,ENSMUSG00000140719,ENSMUSG00000140719
ENSMUST00000360884,ENSMUSG00000140719,ENSMUSG00000140719
ENSMUST00000360929,ENSMUSG00000140728,Gm64391
ENSMUST00000188193,ENSMUSG00000100812,A730098A19Rik
ENSMUST00000360983,ENSMUSG00000100812,A730098A19Rik
ENSMUST00000360984,ENSMUSG00000100812,A730098A19Rik
ENSMUST00000360989,ENSMUSG00000140737,Gm64393
ENSMUST00000360990,ENSMUSG00000140738,Gm64394
ENSMUST00000360991,ENSMUSG00000140738,Gm64394
ENSMUST00000361032,ENSMUSG00000140741,Gm39188
ENSMUST00000361033,ENSMUSG00000140741,Gm39188
ENSMUST00000361034,ENSMUSG00000140741,Gm39188
ENSMUST00000361035,ENSMUSG00000140741,Gm39188
ENSMUST00000361036,ENSMUSG00000140741,Gm39188
ENSMUST00000361037,ENSMUSG00000140741,Gm39188
