transcript_id,gene_id,gene_name
ENSMUST00000192258,ENSMUSG00000103404,Gm37932
ENSMUST00000027768,ENSMUSG00000026491,Ahctf1
ENSMUST00000140489,ENSMUSG00000026491,Ahctf1
ENSMUST00000151734,ENSMUSG00000026491,Ahctf1
ENSMUST00000125816,ENSMUSG00000026491,Ahctf1
ENSMUST00000127250,ENSMUSG00000026491,Ahctf1
ENSMUST00000145968,ENSMUSG00000026491,Ahctf1
ENSMUST00000192645,ENSMUSG00000026491,Ahctf1
ENSMUST00000194536,ENSMUSG00000026491,Ahctf1
ENSMUST00000147137,ENSMUSG00000026491,Ahctf1
ENSMUST00000027050,ENSMUSG00000025917,Cops5
ENSMUST00000190155,ENSMUSG00000025917,Cops5
ENSMUST00000186528,ENSMUSG00000025917,Cops5
ENSMUST00000188619,ENSMUSG00000025917,Cops5
ENSMUST00000139578,ENSMUSG00000025917,Cops5
ENSMUST00000150509,ENSMUSG00000025917,Cops5
ENSMUST00000191296,ENSMUSG00000025917,Cops5
ENSMUST00000193272,ENSMUSG00000104418,Gm37070
ENSMUST00000185356,ENSMUSG00000026479,Lamc2
ENSMUST00000189005,ENSMUSG00000026479,Lamc2
ENSMUST00000188206,ENSMUSG00000026479,Lamc2
ENSMUST00000185328,ENSMUSG00000026479,Lamc2
ENSMUST00000188831,ENSMUSG00000026479,Lamc2
ENSMUST00000027753,ENSMUSG00000026479,Lamc2
ENSMUST00000163119,ENSMUSG00000004364,Cul3
ENSMUST00000164108,ENSMUSG00000004364,Cul3
ENSMUST00000168372,ENSMUSG00000004364,Cul3
ENSMUST00000167794,ENSMUSG00000004364,Cul3
ENSMUST00000170897,ENSMUSG00000004364,Cul3
ENSMUST00000167293,ENSMUSG00000004364,Cul3
ENSMUST00000192839,ENSMUSG00000103076,Gm37902
ENSMUST00000192816,ENSMUSG00000103525,Gm37262
ENSMUST00000164487,ENSMUSG00000090637,Gm6189
ENSMUST00000027752,ENSMUSG00000026478,Lamc1
ENSMUST00000159251,ENSMUSG00000026478,Lamc1
ENSMUST00000163011,ENSMUSG00000026478,Lamc1
ENSMUST00000160515,ENSMUSG00000026478,Lamc1
ENSMUST00000161744,ENSMUSG00000026478,Lamc1
ENSMUST00000211023,ENSMUSG00000110100,Gm45261
ENSMUST00000194884,ENSMUSG00000103818,Gm38009
ENSMUST00000110797,ENSMUSG00000079138,Gm8818
ENSMUST00000042373,ENSMUSG00000042708,Shcbp1l
ENSMUST00000136614,ENSMUSG00000042708,Shcbp1l
ENSMUST00000137861,ENSMUSG00000042708,Shcbp1l
ENSMUST00000082501,ENSMUSG00000064435,Gm25588
ENSMUST00000192184,ENSMUSG00000103543,Gm37669
ENSMUST00000188209,ENSMUSG00000041144,Dnah7b
ENSMUST00000238212,ENSMUSG00000041144,Dnah7b
ENSMUST00000190792,ENSMUSG00000041144,Dnah7b
ENSMUST00000187548,ENSMUSG00000041144,Dnah7b
ENSMUST00000185557,ENSMUSG00000041144,Dnah7b
ENSMUST00000185879,ENSMUSG00000041144,Dnah7b
ENSMUST00000069293,ENSMUSG00000041144,Dnah7b
ENSMUST00000239890,ENSMUSG00000119743,n-R5s211
ENSMUST00000186380,ENSMUSG00000042699,Dhx9
ENSMUST00000186966,ENSMUSG00000042699,Dhx9
ENSMUST00000190544,ENSMUSG00000042699,Dhx9
ENSMUST00000188345,ENSMUSG00000042699,Dhx9
ENSMUST00000189516,ENSMUSG00000042699,Dhx9
ENSMUST00000189509,ENSMUSG00000042699,Dhx9
ENSMUST00000190383,ENSMUSG00000042699,Dhx9
ENSMUST00000189425,ENSMUSG00000042699,Dhx9
ENSMUST00000042141,ENSMUSG00000042699,Dhx9
ENSMUST00000188705,ENSMUSG00000101262,Gm8326
ENSMUST00000041874,ENSMUSG00000042684,Npl
ENSMUST00000187747,ENSMUSG00000042684,Npl
ENSMUST00000186414,ENSMUSG00000099858,Gm6652
ENSMUST00000189749,ENSMUSG00000101337,Dnah7c
ENSMUST00000189339,ENSMUSG00000101337,Dnah7c
ENSMUST00000191499,ENSMUSG00000101337,Dnah7c
ENSMUST00000187094,ENSMUSG00000101337,Dnah7c
ENSMUST00000178395,ENSMUSG00000101337,Dnah7c
ENSMUST00000027131,ENSMUSG00000025986,Slc39a10
ENSMUST00000141226,ENSMUSG00000025986,Slc39a10
ENSMUST00000186852,ENSMUSG00000025986,Slc39a10
ENSMUST00000185520,ENSMUSG00000025986,Slc39a10
ENSMUST00000189404,ENSMUSG00000100213,Gm28151
ENSMUST00000195118,ENSMUSG00000103129,Gm37393
ENSMUST00000185210,ENSMUSG00000100160,Gm28527
ENSMUST00000186233,ENSMUSG00000101921,Gm28825
ENSMUST00000190006,ENSMUSG00000101447,Gm28826
ENSMUST00000121202,ENSMUSG00000081185,Gm4852
ENSMUST00000195733,ENSMUSG00000103246,Gm38090
ENSMUST00000183639,ENSMUSG00000098876,Mir6350
ENSMUST00000187720,ENSMUSG00000100530,Gm18117
ENSMUST00000194762,ENSMUSG00000104067,Gm37196
ENSMUST00000187358,ENSMUSG00000100033,Gm8337
ENSMUST00020183648,ENSMUSG00002075213,Gm54870
ENSMUST00020181689,ENSMUSG00002076633,Gm54871
ENSMUST00000186401,ENSMUSG00000101996,Gm19206
ENSMUST00000181607,ENSMUSG00000096973,Gm5974
ENSMUST00000083009,ENSMUSG00000064943,Gm23240
ENSMUST00000188192,ENSMUSG00000100866,Gm28830
ENSMUST00000189223,ENSMUSG00000101721,Gm8354
ENSMUST00000191041,ENSMUSG00000099376,Gm19124
ENSMUST00000181115,ENSMUSG00000097883,Gm8357
ENSMUST00020182092,ENSMUSG00002076043,Gm54872
ENSMUST00000186142,ENSMUSG00000099698,Gm28740
ENSMUST00000190610,ENSMUSG00000056763,Cspp1
ENSMUST00000191012,ENSMUSG00000056763,Cspp1
ENSMUST00000071087,ENSMUSG00000056763,Cspp1
ENSMUST00000143606,ENSMUSG00000056763,Cspp1
ENSMUST00000191360,ENSMUSG00000056763,Cspp1
ENSMUST00000117415,ENSMUSG00000056763,Cspp1
ENSMUST00000191521,ENSMUSG00000056763,Cspp1
ENSMUST00000118263,ENSMUSG00000056763,Cspp1
ENSMUST00000122156,ENSMUSG00000056763,Cspp1
ENSMUST00000190063,ENSMUSG00000056763,Cspp1
ENSMUST00000119714,ENSMUSG00000056763,Cspp1
ENSMUST00000134716,ENSMUSG00000056763,Cspp1
ENSMUST00000155974,ENSMUSG00000056763,Cspp1
ENSMUST00000186294,ENSMUSG00000056763,Cspp1
ENSMUST00000149214,ENSMUSG00000056763,Cspp1
ENSMUST00000190318,ENSMUSG00000056763,Cspp1
ENSMUST00000188249,ENSMUSG00000056763,Cspp1
ENSMUST00000153804,ENSMUSG00000056763,Cspp1
ENSMUST00000188449,ENSMUSG00000056763,Cspp1
ENSMUST00000123261,ENSMUSG00000056763,Cspp1
ENSMUST00000185422,ENSMUSG00000056763,Cspp1
ENSMUST00000190625,ENSMUSG00000056763,Cspp1
ENSMUST00000187226,ENSMUSG00000056763,Cspp1
ENSMUST00000136283,ENSMUSG00000056763,Cspp1
ENSMUST00000128164,ENSMUSG00000056763,Cspp1
ENSMUST00000136898,ENSMUSG00000056763,Cspp1
ENSMUST00000148663,ENSMUSG00000056763,Cspp1
ENSMUST00000186145,ENSMUSG00000099454,Gm8367
ENSMUST00000188673,ENSMUSG00000051616,C230029F24Rik
ENSMUST00000056879,ENSMUSG00000051616,C230029F24Rik
ENSMUST00000189810,ENSMUSG00000099627,Gm6757
ENSMUST00000185858,ENSMUSG00000099577,Gm3605
ENSMUST00000186262,ENSMUSG00000099882,Gm28388
ENSMUST00000190905,ENSMUSG00000101760,Gm8384
ENSMUST00000194474,ENSMUSG00000102356,1700047N06Rik
ENSMUST00000185632,ENSMUSG00000099864,Gm8391
ENSMUST00020183189,ENSMUSG00002075839,Gm54883
ENSMUST00000191457,ENSMUSG00000100451,Gm29665
ENSMUST00000187207,ENSMUSG00000099941,Gm20118
ENSMUST00020182001,ENSMUSG00002075589,Gm54885
ENSMUST00000187677,ENSMUSG00000100816,Gm28321
ENSMUST00000041776,ENSMUSG00000042671,Rgs8
ENSMUST00000124500,ENSMUSG00000042671,Rgs8
ENSMUST00000111815,ENSMUSG00000042671,Rgs8
ENSMUST00000152114,ENSMUSG00000042671,Rgs8
ENSMUST00000111812,ENSMUSG00000042671,Rgs8
ENSMUST00000147700,ENSMUSG00000042671,Rgs8
ENSMUST00000147482,ENSMUSG00000042671,Rgs8
ENSMUST00000111814,ENSMUSG00000042671,Rgs8
ENSMUST00000111810,ENSMUSG00000042671,Rgs8
ENSMUST00000147794,ENSMUSG00000042671,Rgs8
ENSMUST00000187154,ENSMUSG00000100945,Gm29529
ENSMUST00000193511,ENSMUSG00000102404,5530400K19Rik
ENSMUST00000186103,ENSMUSG00000026109,Tmeff2
ENSMUST00000139157,ENSMUSG00000026109,Tmeff2
ENSMUST00000114565,ENSMUSG00000026109,Tmeff2
ENSMUST00000081851,ENSMUSG00000026109,Tmeff2
ENSMUST00000027748,ENSMUSG00000026475,Rgs16
ENSMUST00000185627,ENSMUSG00000100671,Gm28322
ENSMUST00020182029,ENSMUSG00002075527,Gm54895
ENSMUST00000189560,ENSMUSG00000101242,Gm28319
ENSMUST00000187777,ENSMUSG00000099924,Gm28320
ENSMUST00000190705,ENSMUSG00000099625,Gm29325
ENSMUST00000051572,ENSMUSG00000045954,Cavin2
ENSMUST00000187104,ENSMUSG00000099741,Gm5253
ENSMUST00000086209,ENSMUSG00000066800,Rnasel
ENSMUST00000182722,ENSMUSG00000066800,Rnasel
ENSMUST00000183241,ENSMUSG00000066800,Rnasel
ENSMUST00000182131,ENSMUSG00000066800,Rnasel
ENSMUST00000182538,ENSMUSG00000066800,Rnasel
ENSMUST00000182016,ENSMUSG00000066800,Rnasel
ENSMUST00000088615,ENSMUSG00000067851,Arfgef1
ENSMUST00000187417,ENSMUSG00000067851,Arfgef1
ENSMUST00000142497,ENSMUSG00000067851,Arfgef1
ENSMUST00000156563,ENSMUSG00000067851,Arfgef1
ENSMUST00000128834,ENSMUSG00000067851,Arfgef1
ENSMUST00000131556,ENSMUSG00000067851,Arfgef1
ENSMUST00000186813,ENSMUSG00000067851,Arfgef1
ENSMUST00000186720,ENSMUSG00000067851,Arfgef1
ENSMUST00020183640,ENSMUSG00002076532,Gm54899
ENSMUST00000192111,ENSMUSG00000102556,Gm37569
ENSMUST00000077946,ENSMUSG00000038608,Dock10
ENSMUST00000190595,ENSMUSG00000038608,Dock10
ENSMUST00000187774,ENSMUSG00000038608,Dock10
ENSMUST00000189486,ENSMUSG00000038608,Dock10
ENSMUST00000190983,ENSMUSG00000038608,Dock10
ENSMUST00000186835,ENSMUSG00000038608,Dock10
ENSMUST00000187885,ENSMUSG00000038608,Dock10
ENSMUST00000191505,ENSMUSG00000038608,Dock10
ENSMUST00000186087,ENSMUSG00000038608,Dock10
ENSMUST00000191449,ENSMUSG00000038608,Dock10
ENSMUST00000187698,ENSMUSG00000038608,Dock10
ENSMUST00000153695,ENSMUSG00000042501,Cpa6
ENSMUST00000035577,ENSMUSG00000042501,Cpa6
ENSMUST00000147575,ENSMUSG00000042501,Cpa6
ENSMUST00000140938,ENSMUSG00000042501,Cpa6
ENSMUST00000194845,ENSMUSG00000103810,Gm38005
ENSMUST00000118350,ENSMUSG00000083422,Gm15604
ENSMUST00000240462,ENSMUSG00000119312,Gm25253
ENSMUST00000141249,ENSMUSG00000042641,Rgsl1
ENSMUST00000238926,ENSMUSG00000042641,Rgsl1
ENSMUST00000124558,ENSMUSG00000042641,Rgsl1
ENSMUST00000184095,ENSMUSG00000042641,Rgsl1
ENSMUST00000145308,ENSMUSG00000042641,Rgsl1
ENSMUST00000185164,ENSMUSG00000042641,Rgsl1
ENSMUST00000134030,ENSMUSG00000042641,Rgsl1
ENSMUST00000206321,ENSMUSG00000042641,Rgsl1
ENSMUST00000119252,ENSMUSG00000081417,Gm15603
ENSMUST00000192705,ENSMUSG00000103448,Gm37133
ENSMUST00000194285,ENSMUSG00000103192,Gm37645
ENSMUST00000192541,ENSMUSG00000104488,Gm38062
ENSMUST00000189483,ENSMUSG00000100212,Gm5522
ENSMUST00000195842,ENSMUSG00000102721,A630081D01Rik
ENSMUST00000188013,ENSMUSG00000100648,Gm28659
ENSMUST00020182331,ENSMUSG00002076499,Gm54912
ENSMUST00000186576,ENSMUSG00000099949,Gm29124
ENSMUST00000188657,ENSMUSG00000099918,Gm28066
ENSMUST00000189542,ENSMUSG00000026107,Nabp1
ENSMUST00000186003,ENSMUSG00000026107,Nabp1
ENSMUST00000190103,ENSMUSG00000026107,Nabp1
ENSMUST00000027279,ENSMUSG00000026107,Nabp1
ENSMUST00000186684,ENSMUSG00000026107,Nabp1
ENSMUST00000188204,ENSMUSG00000026107,Nabp1
ENSMUST00000188051,ENSMUSG00000026107,Nabp1
ENSMUST00000185534,ENSMUSG00000026107,Nabp1
ENSMUST00000185961,ENSMUSG00000026107,Nabp1
ENSMUST00000188303,ENSMUSG00000026107,Nabp1
ENSMUST00000194442,ENSMUSG00000103424,Gm37535
ENSMUST00000192484,ENSMUSG00000104029,Gm37210
ENSMUST00000191337,ENSMUSG00000101986,Gm6198
ENSMUST00000117185,ENSMUSG00000087008,Gm5530
ENSMUST00000086195,ENSMUSG00000066797,Zfp648
ENSMUST00000027056,ENSMUSG00000048960,Prex2
ENSMUST00000190935,ENSMUSG00000048960,Prex2
ENSMUST00000189822,ENSMUSG00000048960,Prex2
ENSMUST00000187694,ENSMUSG00000048960,Prex2
ENSMUST00000188189,ENSMUSG00000048960,Prex2
ENSMUST00000187745,ENSMUSG00000048960,Prex2
ENSMUST00000189385,ENSMUSG00000048960,Prex2
ENSMUST00000188154,ENSMUSG00000048960,Prex2
ENSMUST00020183262,ENSMUSG00002076439,Gm54920
ENSMUST00000185981,ENSMUSG00000100031,Gm18727
ENSMUST00000104130,ENSMUSG00000077318,Gm24173
ENSMUST00000187404,ENSMUSG00000101827,Gm28686
ENSMUST00000193623,ENSMUSG00000103494,Gm37410
ENSMUST00000087050,ENSMUSG00000067158,Col4a4
ENSMUST00000135271,ENSMUSG00000067158,Col4a4
ENSMUST00000190720,ENSMUSG00000101880,Gm29282
ENSMUST00000191584,ENSMUSG00000101433,Gm29441
ENSMUST00000055322,ENSMUSG00000056708,Ier5
ENSMUST00000194612,ENSMUSG00000026471,Mr1
ENSMUST00000191773,ENSMUSG00000026471,Mr1
ENSMUST00000027744,ENSMUSG00000026471,Mr1
ENSMUST00000192410,ENSMUSG00000026471,Mr1
ENSMUST00000195579,ENSMUSG00000026471,Mr1
ENSMUST00000048613,ENSMUSG00000057715,A830018L16Rik
ENSMUST00000150870,ENSMUSG00000057715,A830018L16Rik
ENSMUST00000142117,ENSMUSG00000057715,A830018L16Rik
ENSMUST00000141512,ENSMUSG00000057715,A830018L16Rik
ENSMUST00000135014,ENSMUSG00000057715,A830018L16Rik
ENSMUST00000137824,ENSMUSG00000057715,A830018L16Rik
ENSMUST00000179089,ENSMUSG00000057715,A830018L16Rik
ENSMUST00000141339,ENSMUSG00000057715,A830018L16Rik
ENSMUST00000191437,ENSMUSG00000057715,A830018L16Rik
ENSMUST00000171690,ENSMUSG00000057715,A830018L16Rik
ENSMUST00000027743,ENSMUSG00000026470,Stx6
ENSMUST00000193059,ENSMUSG00000026470,Stx6
ENSMUST00000195302,ENSMUSG00000026470,Stx6
ENSMUST00000192519,ENSMUSG00000026470,Stx6
ENSMUST00000191769,ENSMUSG00000026470,Stx6
ENSMUST00000192091,ENSMUSG00000026470,Stx6
ENSMUST00000195693,ENSMUSG00000026470,Stx6
ENSMUST00000192311,ENSMUSG00000026470,Stx6
ENSMUST00000192690,ENSMUSG00000026470,Stx6
ENSMUST00000194158,ENSMUSG00000026470,Stx6
ENSMUST00000194502,ENSMUSG00000103825,Gm38178
ENSMUST00000188880,ENSMUSG00000099845,Gm29273
ENSMUST00000195360,ENSMUSG00000103561,Gm38069
ENSMUST00000187748,ENSMUSG00000101610,Gm7560
ENSMUST00000195316,ENSMUSG00000104181,Gm8850
ENSMUST00000239837,ENSMUSG00000118923,Gm22633
ENSMUST00000183490,ENSMUSG00000098555,Mir6341
ENSMUST00000181461,ENSMUSG00000097628,Gm2383
ENSMUST00000182390,ENSMUSG00000098163,Gm6216
ENSMUST00000185937,ENSMUSG00000033722,BC034090
ENSMUST00000186156,ENSMUSG00000033722,BC034090
ENSMUST00000035914,ENSMUSG00000033722,BC034090
ENSMUST00000190976,ENSMUSG00000033722,BC034090
ENSMUST00000186551,ENSMUSG00000033722,BC034090
ENSMUST00000187781,ENSMUSG00000033722,BC034090
ENSMUST00000187096,ENSMUSG00000033722,BC034090
ENSMUST00000186082,ENSMUSG00000033722,BC034090
ENSMUST00000188492,ENSMUSG00000033722,BC034090
ENSMUST00000192162,ENSMUSG00000103670,Gm37622
ENSMUST00000027741,ENSMUSG00000026469,Xpr1
ENSMUST00000111775,ENSMUSG00000026469,Xpr1
ENSMUST00000139925,ENSMUSG00000026469,Xpr1
ENSMUST00000111774,ENSMUSG00000026469,Xpr1
ENSMUST00000192359,ENSMUSG00000026469,Xpr1
ENSMUST00000129271,ENSMUSG00000026469,Xpr1
ENSMUST00000143529,ENSMUSG00000026469,Xpr1
ENSMUST00020183595,ENSMUSG00002076398,Gm54950
ENSMUST00000046390,ENSMUSG00000018417,Myo1b
ENSMUST00000114537,ENSMUSG00000018417,Myo1b
ENSMUST00000114541,ENSMUSG00000018417,Myo1b
ENSMUST00000018561,ENSMUSG00000018417,Myo1b
ENSMUST00000145367,ENSMUSG00000018417,Myo1b
ENSMUST00000140731,ENSMUSG00000018417,Myo1b
ENSMUST00000140930,ENSMUSG00000018417,Myo1b
ENSMUST00000136273,ENSMUSG00000018417,Myo1b
ENSMUST00000136701,ENSMUSG00000018417,Myo1b
ENSMUST00000126952,ENSMUSG00000018417,Myo1b
ENSMUST00000144694,ENSMUSG00000018417,Myo1b
ENSMUST00000135125,ENSMUSG00000018417,Myo1b
ENSMUST00000151525,ENSMUSG00000018417,Myo1b
ENSMUST00000123299,ENSMUSG00000018417,Myo1b
ENSMUST00000126657,ENSMUSG00000018417,Myo1b
ENSMUST00000186428,ENSMUSG00000101724,Gm29453
ENSMUST00000186817,ENSMUSG00000100313,Gm28323
ENSMUST00000189886,ENSMUSG00000100696,Gm8419
ENSMUST00020182040,ENSMUSG00002075355,Gm54983
ENSMUST00000097103,ENSMUSG00000072324,Gm8420
ENSMUST00000097453,ENSMUSG00000026490,Cdc42bpa
ENSMUST00000111117,ENSMUSG00000026490,Cdc42bpa
ENSMUST00000134959,ENSMUSG00000026490,Cdc42bpa
ENSMUST00000076687,ENSMUSG00000026490,Cdc42bpa
ENSMUST00000097450,ENSMUSG00000026490,Cdc42bpa
ENSMUST00000212756,ENSMUSG00000026490,Cdc42bpa
ENSMUST00000143350,ENSMUSG00000026490,Cdc42bpa
ENSMUST00000132894,ENSMUSG00000026490,Cdc42bpa
ENSMUST00000139002,ENSMUSG00000026490,Cdc42bpa
ENSMUST00000133890,ENSMUSG00000026490,Cdc42bpa
ENSMUST00000152582,ENSMUSG00000026490,Cdc42bpa
ENSMUST00000194974,ENSMUSG00000026490,Cdc42bpa
ENSMUST00000143176,ENSMUSG00000026490,Cdc42bpa
ENSMUST00000135056,ENSMUSG00000026490,Cdc42bpa
ENSMUST00000145181,ENSMUSG00000026490,Cdc42bpa
ENSMUST00000143161,ENSMUSG00000026490,Cdc42bpa
ENSMUST00000145274,ENSMUSG00000026490,Cdc42bpa
ENSMUST00000129754,ENSMUSG00000026490,Cdc42bpa
ENSMUST00000080138,ENSMUSG00000033701,Acbd6
ENSMUST00000035560,ENSMUSG00000033701,Acbd6
ENSMUST00000097529,ENSMUSG00000033701,Acbd6
ENSMUST00000194476,ENSMUSG00000033701,Acbd6
ENSMUST00000159339,ENSMUSG00000033701,Acbd6
ENSMUST00000192730,ENSMUSG00000033701,Acbd6
ENSMUST00000191822,ENSMUSG00000102194,Gm38169
ENSMUST00000195719,ENSMUSG00000103636,Gm38331
ENSMUST00000027740,ENSMUSG00000026468,Lhx4
ENSMUST00000195275,ENSMUSG00000026468,Lhx4
ENSMUST00000195616,ENSMUSG00000103180,Gm37089
ENSMUST00000168302,ENSMUSG00000062939,Stat4
ENSMUST00000027277,ENSMUSG00000062939,Stat4
ENSMUST00000187053,ENSMUSG00000062939,Stat4
ENSMUST00000187554,ENSMUSG00000062939,Stat4
ENSMUST00000185516,ENSMUSG00000101628,Gm28177
ENSMUST00000105087,ENSMUSG00000078291,Gm3940
ENSMUST00000195419,ENSMUSG00000033684,Qsox1
ENSMUST00000035325,ENSMUSG00000033684,Qsox1
ENSMUST00000111764,ENSMUSG00000033684,Qsox1
ENSMUST00000194632,ENSMUSG00000033684,Qsox1
ENSMUST00000130701,ENSMUSG00000033684,Qsox1
ENSMUST00000151368,ENSMUSG00000033684,Qsox1
ENSMUST00000132495,ENSMUSG00000033684,Qsox1
ENSMUST00000140809,ENSMUSG00000033684,Qsox1
ENSMUST00000192644,ENSMUSG00000102299,Gm37539
ENSMUST00000195048,ENSMUSG00000102558,Gm37571
ENSMUST00000177608,ENSMUSG00000016918,Sulf1
ENSMUST00000180062,ENSMUSG00000016918,Sulf1
ENSMUST00000186051,ENSMUSG00000016918,Sulf1
ENSMUST00000187376,ENSMUSG00000016918,Sulf1
ENSMUST00000088585,ENSMUSG00000016918,Sulf1
ENSMUST00000189541,ENSMUSG00000016918,Sulf1
ENSMUST00000186405,ENSMUSG00000016918,Sulf1
ENSMUST00000186674,ENSMUSG00000016918,Sulf1
ENSMUST00000189447,ENSMUSG00000016918,Sulf1
ENSMUST00000185780,ENSMUSG00000016918,Sulf1
ENSMUST00000138762,ENSMUSG00000033671,Cep350
ENSMUST00000132189,ENSMUSG00000033671,Cep350
ENSMUST00000129865,ENSMUSG00000033671,Cep350
ENSMUST00000146987,ENSMUSG00000033671,Cep350
ENSMUST00000124495,ENSMUSG00000033671,Cep350
ENSMUST00000192899,ENSMUSG00000033671,Cep350
ENSMUST00000193803,ENSMUSG00000103717,Gm38038
ENSMUST00000192007,ENSMUSG00000103771,Gm36934
ENSMUST00000027766,ENSMUSG00000026489,Coq8a
ENSMUST00000160879,ENSMUSG00000026489,Coq8a
ENSMUST00000161300,ENSMUSG00000026489,Coq8a
ENSMUST00000160169,ENSMUSG00000026489,Coq8a
ENSMUST00000162769,ENSMUSG00000026489,Coq8a
ENSMUST00000161632,ENSMUSG00000026489,Coq8a
ENSMUST00000159591,ENSMUSG00000026489,Coq8a
ENSMUST00000161379,ENSMUSG00000026489,Coq8a
ENSMUST00000160482,ENSMUSG00000026489,Coq8a
ENSMUST00000161814,ENSMUSG00000026489,Coq8a
ENSMUST00000162725,ENSMUSG00000026489,Coq8a
ENSMUST00000160121,ENSMUSG00000026489,Coq8a
ENSMUST00000159914,ENSMUSG00000026489,Coq8a
ENSMUST00000160102,ENSMUSG00000026489,Coq8a
ENSMUST00000161743,ENSMUSG00000026489,Coq8a
ENSMUST00000161746,ENSMUSG00000026489,Coq8a
ENSMUST00000170472,ENSMUSG00000026489,Coq8a
ENSMUST00000188454,ENSMUSG00000025938,Slco5a1
ENSMUST00000115402,ENSMUSG00000025938,Slco5a1
ENSMUST00000136197,ENSMUSG00000025938,Slco5a1
ENSMUST00000146763,ENSMUSG00000025938,Slco5a1
ENSMUST00000147606,ENSMUSG00000025938,Slco5a1
ENSMUST00000133201,ENSMUSG00000025938,Slco5a1
ENSMUST00000191566,ENSMUSG00000025938,Slco5a1
ENSMUST00000115403,ENSMUSG00000025938,Slco5a1
ENSMUST00000191708,ENSMUSG00000104518,Gm37162
ENSMUST00000059065,ENSMUSG00000069620,Gm5250
ENSMUST00000047577,ENSMUSG00000042414,Prdm14
ENSMUST00000130711,ENSMUSG00000010609,Psen2
ENSMUST00000111106,ENSMUSG00000010609,Psen2
ENSMUST00000111108,ENSMUSG00000010609,Psen2
ENSMUST00000193897,ENSMUSG00000010609,Psen2
ENSMUST00000010753,ENSMUSG00000010609,Psen2
ENSMUST00000136291,ENSMUSG00000010609,Psen2
ENSMUST00000111105,ENSMUSG00000010609,Psen2
ENSMUST00000111104,ENSMUSG00000010609,Psen2
ENSMUST00000130029,ENSMUSG00000010609,Psen2
ENSMUST00000149590,ENSMUSG00000010609,Psen2
ENSMUST00000128223,ENSMUSG00000010609,Psen2
ENSMUST00000133340,ENSMUSG00000010609,Psen2
ENSMUST00000160953,ENSMUSG00000026163,Sphkap
ENSMUST00000159078,ENSMUSG00000026163,Sphkap
ENSMUST00000053075,ENSMUSG00000026163,Sphkap
ENSMUST00000160237,ENSMUSG00000026163,Sphkap
ENSMUST00000160567,ENSMUSG00000026163,Sphkap
ENSMUST00000195202,ENSMUSG00000104219,Gm37989
ENSMUST00000070181,ENSMUSG00000038855,Itpkb
ENSMUST00000195043,ENSMUSG00000038855,Itpkb
ENSMUST00020183649,ENSMUSG00002076780,Gm55143
ENSMUST00000193199,ENSMUSG00000104388,Gm37033
ENSMUST00000104548,ENSMUSG00000077736,Gm24555
ENSMUST00000192452,ENSMUSG00000103123,Gm37390
ENSMUST00000194945,ENSMUSG00000103772,Gm36933
ENSMUST00000136521,ENSMUSG00000053963,Stum
ENSMUST00000211561,ENSMUSG00000053963,Stum
ENSMUST00000210737,ENSMUSG00000053963,Stum
ENSMUST00000210107,ENSMUSG00000053963,Stum
ENSMUST00000211782,ENSMUSG00000053963,Stum
ENSMUST00000179826,ENSMUSG00000053963,Stum
ENSMUST00000191641,ENSMUSG00000104210,Gm37984
ENSMUST00000168574,ENSMUSG00000045658,Pid1
ENSMUST00000176559,ENSMUSG00000045658,Pid1
ENSMUST00000175948,ENSMUSG00000045658,Pid1
ENSMUST00000176720,ENSMUSG00000045658,Pid1
ENSMUST00000175996,ENSMUSG00000045658,Pid1
ENSMUST00000176822,ENSMUSG00000045658,Pid1
ENSMUST00000177458,ENSMUSG00000045658,Pid1
ENSMUST00000187992,ENSMUSG00000045658,Pid1
ENSMUST00000193393,ENSMUSG00000102750,Gm37058
ENSMUST00000189162,ENSMUSG00000101934,Gm18304
ENSMUST00000183596,ENSMUSG00000098851,Mir6353
ENSMUST00000015628,ENSMUSG00000015484,Fam163a
ENSMUST00000062483,ENSMUSG00000048402,Gli2
ENSMUST00000161301,ENSMUSG00000048402,Gli2
ENSMUST00000162552,ENSMUSG00000048402,Gli2
ENSMUST00000161056,ENSMUSG00000048402,Gli2
ENSMUST00000160991,ENSMUSG00000048402,Gli2
ENSMUST00000159839,ENSMUSG00000048402,Gli2
ENSMUST00000161451,ENSMUSG00000048402,Gli2
ENSMUST00000162607,ENSMUSG00000048402,Gli2
ENSMUST00000159678,ENSMUSG00000048402,Gli2
ENSMUST00000183982,ENSMUSG00000098273,Mir6346
ENSMUST00000181458,ENSMUSG00000097408,Gm26831
ENSMUST00000181691,ENSMUSG00000096939,Gm8321
ENSMUST00000186012,ENSMUSG00000100767,Gm3508
ENSMUST00000038765,ENSMUSG00000037035,Inhbb
ENSMUST00000049126,ENSMUSG00000036766,Dner
ENSMUST00000191306,ENSMUSG00000036766,Dner
ENSMUST00000185606,ENSMUSG00000036766,Dner
ENSMUST00000191546,ENSMUSG00000036766,Dner
ENSMUST00000191700,ENSMUSG00000104396,Gm37959
ENSMUST00000195352,ENSMUSG00000102481,Gm37925
ENSMUST00000081713,ENSMUSG00000005886,Ncoa2
ENSMUST00000006037,ENSMUSG00000005886,Ncoa2
ENSMUST00000185275,ENSMUSG00000005886,Ncoa2
ENSMUST00000146784,ENSMUSG00000005886,Ncoa2
ENSMUST00000133232,ENSMUSG00000005886,Ncoa2
